analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_a1,code_a2,code_a3,code_a4,code_a5,code_confidence,code_label,code_note,code_reasons,code_supporting_urls,code_vote_summary,data_a1,data_a2,data_a3,data_a4,data_a5,data_confidence,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,data_reasons,data_supporting_urls,data_vote_summary,doi,evidence_pointer,judge_vote_summary,main_urls,note,paper_id,phm_relevant,relevance_confidence,relevance_intro_excerpt,relevance_label,relevance_note,relevance_reasons,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4370,0,1,0,0,0,0.68,A2,"Our plan is to release the finalized open source implementation, along with the preprocessing and training scripts, once the framework is fully stabilized.","[""ambiguous_public_claim""]",[],openai/gpt-4o-mini:A2@0.68; anthropic/claude-3.5-haiku:A2@0.63; google/gemini-1.5-flash:A2@0.58,0,0,0,0,1,0.75,A5,False,,,,True,"Model parameters are calibrated using a publicly available dataset collected in Ann Arbor, Michigan.",public_dataset_claim,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4370,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4370,openai/gpt-4o-mini:A2@0.68; anthropic/claude-3.5-haiku:A2@0.63; google/gemini-1.5-flash:A2@0.58 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4370/phmc_25_4370""]","Our plan is to release the finalized open source implementation, along with the preprocessing and training scripts, once the framework is fully stabilized.",phm-2025-4370,,,,,,[],False,True,3,full_text,False,phm,pypdf,EV-sim,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4369,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4369,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4369,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4369/phmc_25_4369""]",,phm-2025-4369,,,,,,[],False,True,0,full_text,False,phm,pypdf,MAINTAG - Multi-Agent-based Predictive Maintenance Dataset Tagging System,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4363,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4363,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4363,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4363/phmc_25_4363""]",,phm-2025-4363,,,,,,[],False,True,0,full_text,False,phm,pypdf,Characterizing Surface-damage Progression of Spur Gears with Vibration and Oil Data,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4361,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"Using the C-MAPSS dataset, the models are evaluated through the lens of the four proposed characteristics.",True,"Using the C-MAPSS dataset, the models are evaluated through the lens of the four proposed characteristics.",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4361,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4361,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4361/phmc_25_4361""]",,phm-2025-4361,,,,,,[],False,True,0,full_text,False,phm,pypdf,Rethinking RUL Prediction,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4360,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,XJTU-SY,"Dataset In this study, the proposed method is validated on the publicly available bearing dataset: XJTU-SY, which includes run-tofailure tests of LDKUER204 bearings.",True,"Dataset In this study, the proposed method is validated on the publicly available bearing dataset: XJTU-SY, which includes run-tofailure tests of LDKUER204 bearings.",named_benchmark,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4360,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4360,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4360/phmc_25_4360""]",,phm-2025-4360,,,,,,[],False,True,0,full_text,False,phm,pypdf,Health Monitoring and Drift Detection of Bearing Using Direct Density Ratio Estimation,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4359,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4359,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4359,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4359/phmc_25_4359""]",,phm-2025-4359,,,,,,[],False,True,0,full_text,False,phm,pypdf,Postprocessing of Autoencoder Reconstruction Error for Detection and Diagnostics of Faults in Infrequently-driven Ground Vehicles,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4356,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4356,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4356,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4356/phmc_25_4356""]",,phm-2025-4356,,,,,,[],False,True,0,full_text,False,phm,pypdf,Data-Efficient and Uncertainty-Aware RUL Prediction Using Physics-Informed Neural Networks,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4551,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4551,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4551,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4551/phmc_25_4551""]",,phm-2025-4551,,,,,,[],False,True,0,full_text,False,phm,pypdf,Semantic Framework for IT-OT Integration in Industrial Environments,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4549,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4549,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4549,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4549/phmc_25_4549""]",,phm-2025-4549,,,,,,[],False,True,0,full_text,False,phm,pypdf,An Evaluation Framework for Fault Diagnosis Using Technical Manuals in Retrieval-Augmented Large Language Models,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4415,0,1,0,0,0,0.65,A2,"& Sch¨utze, 2017). A similar study has investigated sensor faults with this data set (Helwig, Pignanelli, & Sch¨utze, 2015b). The presented study builds upon 1https://github.com/vtnsi/f ault injector the previous study by focusing on design","[""ambiguous_public_claim""]","[""https://github.com/vtnsi/f""]",openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,0,1,0,0,0,0.65,A2,False,"& Sch¨utze, 2017). A similar study has investigated sensor faults with this data set (Helwig, Pignanelli, & Sch¨utze, 2015b). The presented study builds upon 1https://github.com/vtnsi/f ault injector the previous study by focusing on design",,,False,,,"[""ambiguous_public_claim""]","[""https://github.com/vtnsi/f""]",openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,10.36001/phmconf.2025.v17i1.4415,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4415,openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55 | openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4415/phmc_25_4415""]","code: & Sch¨utze, 2017). A similar study has investigated sensor faults with this data set (Helwig, Pignanelli, & Sch¨utze, 2015b). The presented study builds upon 1https://github.com/vtnsi/f ault injector the previous study by focusing on design | data: & Sch¨utze, 2017). A similar study has investigated sensor faults with this data set (Helwig, Pignanelli, & Sch¨utze, 2015b). The presented study builds upon 1https://github.com/vtnsi/f ault injector the previous study by focusing on design",phm-2025-4415,,,,,,[],False,True,6,full_text,False,phm,pypdf,The Impact of Sensor Faults on Condition Monitoring of a Hydraulic Actuator,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4399,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4399,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4399,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4399/phmc_25_4399""]",,phm-2025-4399,,,,,,[],False,True,0,full_text,False,phm,pypdf,Study on Optimal Design and PHM Methods for New Electrification Systems,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4397,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4397,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4397,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4397/phmc_25_4397""]",,phm-2025-4397,,,,,,[],False,True,0,full_text,False,phm,pypdf,Deep Reinforcement Learning for Airplane Components Failure Prognostics Full Cycle Automation,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4380,0,0,1,0,0,0.92,A3,The source code underlying this work is proprietary and its access may be granted to interested parties upon request.,"[""available_on_request""]",[],openai/gpt-4o-mini:A3@0.92; anthropic/claude-3.5-haiku:A3@0.87; google/gemini-1.5-flash:A3@0.82,0,0,0,0,1,0.75,A5,True,,IMS,"IMS Bearing Dataset We used a popular dataset from the Center for Intelligent Maintenance Systems (IMS) of the University of Cincinnati (IMS Bearings, 2007) in this evaluation.",True,"IMS Bearing Dataset We used a popular dataset from the Center for Intelligent Maintenance Systems (IMS) of the University of Cincinnati (IMS Bearings, 2007) in this evaluation.",named_benchmark,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4380,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4380,openai/gpt-4o-mini:A3@0.92; anthropic/claude-3.5-haiku:A3@0.87; google/gemini-1.5-flash:A3@0.82 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4380/phmc_25_4380""]",The source code underlying this work is proprietary and its access may be granted to interested parties upon request.,phm-2025-4380,,,,,,[],False,True,2,full_text,False,phm,pypdf,IntelliMaint,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4352,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,Experimental on the original and augmented C-MAPSS dataset demonstrate the effectiveness of the proposed method.,True,Experimental on the original and augmented C-MAPSS dataset demonstrate the effectiveness of the proposed method.,named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4352,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4352,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4352/phmc_25_4352""]",,phm-2025-4352,,,,,,[],False,True,0,full_text,False,phm,pypdf,Potential of Generative AI in Knowledge-Based Predictive Maintenance for Aircraft Engines,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4343,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4343,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4343,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4343/phmc_25_4343""]",,phm-2025-4343,,,,,,[],False,True,0,full_text,False,phm,pypdf,Digital Twin-based IVHM for Predictive Maintenance,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4336,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4336,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4336,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4336/phmc_25_4336""]",,phm-2025-4336,,,,,,[],False,True,0,full_text,False,phm,pypdf,Development of a Scalable Digital Twin for Tram and Light-rail Infrastructure based on Open Data for Early Prediction of Rail and Track Defects,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4323,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://www.Ensco.Com/Rail/Track-Component-Imaging-System-Tcis""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://www.Ensco.Com/Rail/Track-Component-Imaging-System-Tcis""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4323,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4323,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4323/phmc_25_4323""]",,phm-2025-4323,,,,,,[],False,True,0,full_text,False,phm,pypdf,RailNet,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4315,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4315,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4315,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4315/phmc_25_4315""]",,phm-2025-4315,,,,,,[],False,True,0,full_text,False,phm,pypdf,"Maintenance, Engineering, and Operational Decision-Making Metrics Derived from Simple Maintenance and Aircraft Datasets",Industry Experience Papers,2025
No usable extracted full paper text was available for final PHM/IJPHM classification.,False,missing_full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4311,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4311,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4311,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4311/phmc_25_4311""]",,phm-2025-4311,,,,,,[],False,False,0,pdf_downloaded,True,phm,pypdf,CBM/PBM Operational Performance,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4364,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4364,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4364,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4364/phmc_25_4364""]",,phm-2025-4364,,,,,,[],False,True,0,full_text,False,phm,pypdf,Real-Time Fatigue Risk Assessment of BHA Connectors Using Combined Physics and Data-Driven Approach,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4374,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4374,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4374,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4374/phmc_25_4374""]",,phm-2025-4374,,,,,,[],False,True,0,full_text,False,phm,pypdf,Lifecycle and best practices for predictive maintenance alert lifecycle management.,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4368,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2025.v17i1.4368,data/processed/phm_society_conf/2025/audit/papers.jsonl#phm-2025-4368,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4368/phmc_25_4368""]",,phm-2025-4368,,,,,,[],False,True,0,full_text,False,phm,pypdf,Guidance for the Certification and Continued Airworthiness of PHM System for Aviation,Industry Experience Papers,2025
